time,open,high,low,close,Volume,Volume MA
2012-08-10T13:30:00Z,21.41,21.82001,21.13,21.80701,25794672,36448422.5
2012-08-13T13:30:00Z,22.14999,22.45,21.39999,21.60001,24972976,36463467.3
2012-08-14T13:30:00Z,21.41,21.60001,20.25,20.38,39308640,36906972.1
2012-08-15T13:30:00Z,20.64,21.41,20.39999,21.2,47860768,38457921.7
2012-08-16T13:30:00Z,20.44,20.48,19.69,19.87,157554944,45651417.35
2012-08-17T13:30:00Z,20.005,20.08,19,19.05,129293312,51522630.6
2012-08-20T13:30:00Z,19.05,20.13,18.75,20.011,101186496,55962262.25
2012-08-21T13:30:00Z,19.58,19.98,19.09,19.159,70640432,58917293.8
2012-08-22T13:30:00Z,19.36,19.53,18.96001,19.439,49892128,60550392.2
2012-08-23T13:30:00Z,19.5,19.73,19.36,19.44,32813312,58961189
2012-08-24T13:30:00Z,19.52,19.67999,19.25,19.409,29622160,54287381
2012-08-27T13:30:00Z,19.49001,19.53,19.10001,19.14999,20703904,53858281.8
2012-08-28T13:30:00Z,19.10001,19.38,18.95,19.34,25425792,52320605
2012-08-29T13:30:00Z,19.32001,19.38,19.07001,19.10001,16124625,50896617.85
2012-08-30T13:30:00Z,19.27,19.45,19.06,19.0885,30647472,49610269.85
2012-08-31T13:30:00Z,18.67999,18.7,18.03,18.058,58764176,48516128.25
2012-09-04T13:30:00Z,18.08,18.27,17.55,17.729,46622352,49458344.25
2012-09-05T13:30:00Z,18.27,18.75,18.17999,18.58,60781712,50658288.25
2012-09-06T13:30:00Z,18.74001,19.2617,18.72,18.96001,46066352,51484737.05
2012-09-07T13:30:00Z,19.10001,19.42,18.78,18.98,36371696,52522396.05
2012-09-10T13:30:00Z,19.06,19.2,18.55,18.81,24797648,52472544.85
2012-09-11T13:30:00Z,18.92,19.58099,18.85001,19.42999,50508128,53749302.45
2012-09-12T13:30:00Z,20.75999,21.16,20.28,20.931,121584000,57863070.45
2012-09-13T13:30:00Z,20.955,21.48,20.61,20.713,65041520,58722108.05
2012-09-14T13:30:00Z,21.13,22.08,20.89999,22,72819632,54485342.45
2012-09-17T13:30:00Z,22.67,22.75,21.5,21.52,50666448,50553999.25
2012-09-18T13:30:00Z,21.60001,21.98,21.37,21.87,36760448,47332696.85
2012-09-19T13:30:00Z,21.99001,23.37,21.77,23.28999,78782816,47739816.05
2012-09-20T13:30:00Z,23.02,23.24001,22.53999,22.59,57248672,48107643.25
2012-09-21T13:30:00Z,22.97,23.24001,22.60001,22.86,51218096,49027882.45
2012-09-24T13:30:00Z,21.78,21.98,20.3625,20.78999,79105120,51502030.45
2012-09-25T13:30:00Z,21.2,21.21001,20.22,20.28,46291664,52781418.45
2012-09-26T13:30:00Z,20.145,20.78,19.8,20.62,38271872,53423722.45
2012-09-27T13:30:00Z,20.99001,21,20.16,20.32001,30215824,54128282.4
2012-09-28T13:30:00Z,20.57001,21.95,20.5,21.66,65485920,55870204.8
2012-10-01T13:30:00Z,22.08,22.59,21.73,21.99001,51262672,55495129.6
2012-10-02T13:30:00Z,22.08,22.49001,21.82001,22.27,29341392,54631081.6
2012-10-03T13:30:00Z,22.295,22.49001,21.8,21.83,32000080,53192000
2012-10-04T13:30:00Z,22.32001,22.39999,21.41,21.94749,46894592,53233412
2012-10-05T13:30:00Z,21.49001,21.63,20.88,20.91,40529216,53441288
2012-10-08T13:30:00Z,20.39999,20.75,20.155,20.39999,32236624,53813236.8
2012-10-09T13:30:00Z,20.39,20.55,19.97,20.22701,27161728,52645916.8
2012-10-10T13:30:00Z,19.92999,19.94,19.45,19.64,39321760,48532804.8
2012-10-11T13:30:00Z,19.88,19.96001,19.61,19.75,21817232,46371590.4
2012-10-12T13:30:00Z,19.75,19.8,19.48,19.5181,18809392,43671078.4
2012-10-15T13:30:00Z,19.67999,19.88,19.49001,19.52,20189664,42147239.2
2012-10-16T13:30:00Z,19.67999,19.69,19.3,19.48,21834688,41400951.2
2012-10-17T13:30:00Z,19.5,20.48,19.3718,19.88,44074432,39665532
2012-10-18T13:30:00Z,19.7,19.78999,18.89,18.97501,52157360,39410966.4
2012-10-19T13:30:00Z,19,19.06,18.8,19,34834944,38591808.8
2012-10-22T13:30:00Z,19.2,19.42999,19.05,19.321,32447008,36258903.2
2012-10-23T13:30:00Z,19.25,19.8,19.10001,19.5,78381120,37863376
2012-10-24T13:30:00Z,24.13,24.25,22.85001,23.2299,228949120,47397238.4
2012-10-25T13:30:00Z,23.28999,23.31,22.47,22.56,76141936,49693544
2012-10-26T13:30:00Z,22.39999,22.88,21.88,21.9425,73259504,50082223.2
2012-10-31T13:30:00Z,20.82001,21.5,20.73,21.11,99378192,52487999.2
2012-11-01T13:30:00Z,21.08,21.44,21.00999,21.21001,37713888,52906624
2012-11-02T13:30:00Z,21.25999,21.69,21.07001,21.17999,38344336,53223836.8
2012-11-05T14:30:00Z,21.10001,21.48,20.92,21.25,31806688,52469441.6
2012-11-06T14:30:00Z,21.24001,21.37,20.99001,21.1712,29062640,51896112.8
2012-11-07T14:30:00Z,20.85001,20.95,20.37,20.47,33396736,51954118.4
2012-11-08T14:30:00Z,20.52,20.73,19.98,19.99001,34254528,52308758.4
2012-11-09T14:30:00Z,19.955,20,19.13,19.21001,42295440,52457442.4
2012-11-12T14:30:00Z,19.14999,20.17,18.87,20.07001,67349120,54734036.8
2012-11-13T14:30:00Z,19.605,20.11,19.56,19.86,71775056,57382320
2012-11-14T14:30:00Z,20.10001,22.5,19.92999,22.36,229750944,67860384
2012-11-15T14:30:00Z,22.34,22.5,21.64999,22.17,78857376,70711518.4
2012-11-16T14:30:00Z,22.25,23.92999,22.17999,23.5607,107182192,73866906.4
2012-11-19T14:30:00Z,23.955,24.12,22.82001,22.92,85021248,75510100.8
2012-11-20T14:30:00Z,22.73,23.89999,22.7,23.10001,46655296,76101118.4
2012-11-21T14:30:00Z,23.22,24.53,23.05,24.32001,89862320,78971884
2012-11-23T14:30:00Z,24.58,24.67999,23.88,23.998,29520320,76528844
2012-11-26T14:30:00Z,24.935,26.09,24.81,25.94,123862064,71274491.2
2012-11-27T14:30:00Z,26.03999,26.5,25.46001,26.14999,85760064,71755397.6
2012-11-28T14:30:00Z,25.94,26.49001,25.75,26.36,49205504,70552697.6
2012-11-29T14:30:00Z,26.5,27.52,26.16,27.32001,88759056,70021740.8
2012-11-30T14:30:00Z,27.25999,28,26.75999,28,127049568,74488524.8
2012-12-03T14:30:00Z,27.99989,28.88,26.98,27.03999,123525056,78747560.8
2012-12-04T14:30:00Z,27.06,27.75999,26.67999,27.46001,72912752,80802864
2012-12-05T14:30:00Z,27.75,27.89999,27.25999,27.71001,58974832,82298473.6
2012-12-06T14:30:00Z,27.67999,27.75,26.82001,26.97,46001488,82928711.2
2012-12-07T14:30:00Z,27.07001,27.78,26.84,27.485,51751808,83803575.2
2012-12-10T14:30:00Z,27.17,28.17,27.10001,27.84,50608464,84219226.4
2012-12-11T14:30:00Z,28.07001,28.24001,27.66,27.98,77099056,84706723.2
2012-12-12T14:30:00Z,28,28.14,27.37,27.58009,46704192,83453180
2012-12-13T14:30:00Z,27.59,28.75,27.42999,28.24001,81051568,76018211.2
2012-12-14T14:30:00Z,28.17999,28.33,26.75999,26.812,91631568,76656920.8
2012-12-17T14:30:00Z,26.77,27,26.32001,26.75,57742400,74184931.2
2012-12-18T14:30:00Z,26.96001,27.91,26.89999,27.71001,60512864,72959512
2012-12-19T14:30:00Z,27.83,28.22,26.95,27.41,61390128,73696253.6
2012-12-20T14:30:00Z,27.49001,27.60001,27.13,27.36,35574784,70981876.8
2012-12-21T14:30:00Z,26.66,27.00999,26.12,26.25999,54555184,72233620
2012-12-24T14:30:00Z,26.5,26.96001,26.2,26.92999,28230032,67452018.4
2012-12-26T14:30:00Z,27.03,27.17999,26.375,26.50999,33175328,64822781.6
2012-12-27T14:30:00Z,26.55,26.8,25.52,26.05,43481680,64536590.4
2012-12-28T14:30:00Z,25.48,26.11,25.14999,25.91119,56574800,62927377.6
2012-12-31T14:30:00Z,26.2,26.99001,26.11,26.61971,60374432,59593620.8
2013-01-02T14:30:00Z,27.44,28.17999,27.42,28,69845008,56909618.4
2013-01-03T14:30:00Z,27.88,28.47,27.59,27.77,63140528,56421007.2
2013-01-04T14:30:00Z,28.00999,28.92999,27.83,28.75999,72715376,57108034.4
2013-01-07T14:30:00Z,28.69,29.78999,28.64999,29.4213,83781744,58997047.2
2013-01-08T14:30:00Z,29.50999,29.60001,28.86,29.0607,45870928,58703003.2
2013-01-09T14:30:00Z,29.67,30.60001,29.49001,30.59,104787632,61411961.6
2013-01-10T14:30:00Z,30.60001,31.45,30.28,31.3,95316368,62322827.2
2013-01-11T14:30:00Z,31.28,31.96001,31.10001,31.72,89598000,64467517.6
2013-01-14T14:30:00Z,32.08,32.21001,30.62,30.94749,98886880,65359283.2
2013-01-15T14:30:00Z,30.64,31.71001,29.88,30.10001,173242368,69439823.2
2013-01-16T14:30:00Z,30.21001,30.35001,29.53,29.85001,75332624,70319334.4
2013-01-17T14:30:00Z,30.08,30.42,30.03,30.14,40256608,69306521.6
2013-01-18T14:30:00Z,30.31,30.44,29.27,29.66,49631504,68718590.4
2013-01-22T14:30:00Z,29.75,30.89,29.74001,30.729,55243216,69702012
2013-01-23T14:30:00Z,31.10001,31.5,30.8,30.82001,48899744,69419240
2013-01-24T14:30:00Z,31.27,31.49001,30.81,31.08,43845056,70199991.2
2013-01-25T14:30:00Z,31.41,31.92999,31.13,31.53999,54363552,71259402.4
2013-01-28T14:30:00Z,31.88,32.5063,31.81,32.46899,59681408,72069388.8
2013-01-29T14:30:00Z,32,32.07001,30.71001,30.78999,72976496,72889473.6
2013-01-30T14:30:00Z,30.98,31.49001,30.88,31.24001,87682064,74254855.2
2013-01-31T14:30:00Z,29.14999,31.47,28.74001,30.981,190743632,80299786.4
2013-02-01T14:30:00Z,31.00999,31.02,29.63,29.73,85856688,81435594.4
2013-02-04T14:30:00Z,29.06,29.2,28.00999,28.10899,92362192,82417935.2
2013-02-05T14:30:00Z,28.25999,28.96001,28.03999,28.64,47948192,80626257.6
2013-02-06T14:30:00Z,28.74001,29.28999,28.66,29.05,38375744,80251498.4
2013-02-07T14:30:00Z,29.11,29.14999,28.27,28.64999,34540016,76739117.6
2013-02-08T14:30:00Z,28.89,29.17,28.50999,28.545,37708736,73858736
2013-02-11T14:30:00Z,28.61,28.67999,28.03999,28.25999,37361744,71246923.2
2013-02-12T14:30:00Z,27.67,28.16,27.10001,27.37,93495632,70977360.8
2013-02-13T14:30:00Z,27.36,28.32001,27.31,27.9075,50163968,64823440.8
2013-02-14T14:30:00Z,28.02,28.63,28.00999,28.5,35618416,62837730.4
2013-02-15T14:30:00Z,28.52,28.75,28.09,28.32001,33109104,62480355.2
2013-02-19T14:30:00Z,28.23,29.08,28.12,28.92999,49411552,62469357.6
2013-02-20T14:30:00Z,28.92,29.05,28.33,28.46201,42098112,61812102.4
2013-02-21T14:30:00Z,28.28,28.55,27.14999,27.283,49647664,61849498.4
2013-02-22T14:30:00Z,27.62,27.63,26.82001,27.13,36350144,61474752.8
2013-02-25T14:30:00Z,27.16,27.64,27.14999,27.27,34651984,60489174.4
2013-02-26T14:30:00Z,27.36,27.46001,26.7,27.39,31611648,59085686.4
2013-02-27T14:30:00Z,27.34,27.34,26.63,26.87,44319632,57652843.2
2013-02-28T14:30:00Z,26.84,27.3,26.34,27.25,83027744,57420127.2
2013-03-01T14:30:00Z,27.05,28.11639,26.81,27.78,54064736,50586182.4
2013-03-04T14:30:00Z,27.75999,28.06,27.44,27.72,32400640,47913380
2013-03-05T14:30:00Z,27.88,28.17999,27.21001,27.52,40622192,45326380
2013-03-06T14:30:00Z,28.10001,28.13,27.35001,27.4525,33532528,44605596.8
2013-03-07T14:30:00Z,27.57001,28.675,27.47,28.578,74540128,46413816
2013-03-08T14:30:00Z,28.425,28.47,27.73,27.96001,44198832,46896756.8
2013-03-11T13:30:00Z,28.00999,28.64,27.83,28.14,35642064,46793423.2
2013-03-12T13:30:00Z,28.10001,28.32001,27.60001,27.83,27569584,46303815.2
2013-03-13T13:30:00Z,27.62,27.64999,26.92,27.08,39619440,43610005.6
2013-03-14T13:30:00Z,27.10001,27.42999,26.83,27.03999,27646384,42484126.4
2013-03-15T13:30:00Z,27.03,27.06,26.56,26.645,31597360,42283073.6
2013-03-18T13:30:00Z,26.37,26.78999,25.78,26.49001,26653648,41960300.8
2013-03-19T13:30:00Z,26.53,26.89999,26.21001,26.55,25254160,40752431.2
2013-03-20T13:30:00Z,26.67999,26.69,25.78,25.86,44006432,40847847.2
2013-03-21T13:30:00Z,25.66,26.11,25.56,25.74001,24336016,39582264.8
2013-03-22T13:30:00Z,25.79601,26.00999,25.63,25.73,18456272,38687571.2
2013-03-25T13:30:00Z,25.75,25.8,25.078,25.131,39198944,38914919.2
2013-03-26T13:30:00Z,25.08,25.48,25.03,25.205,26957136,38682193.6
2013-03-27T13:30:00Z,25,26.28,24.72,26.09,52297328,39081078.4
2013-03-28T13:30:00Z,26.09,26.17,25.52,25.58,28585616,36358972
2013-04-01T13:30:00Z,25.63,25.89,25.28,25.53,22249216,34768196
2013-04-02T13:30:00Z,25.77,26.12,25.3,25.42,35153296,34905828.8
2013-04-03T13:30:00Z,25.83,26.39,25.7,26.25,48195120,35284475.2
2013-04-04T13:30:00Z,26.62,27.2301,26.11,27.07249,82016752,37708686.4
2013-04-05T13:30:00Z,26.86,27.8,26.61,27.39,64566512,37210005.6
2013-04-08T13:30:00Z,27.19,27.2,26.63,26.849,27255984,36362863.2
2013-04-09T13:30:00Z,26.58,26.89,26.42,26.59,21311008,35646310.4
2013-04-10T13:30:00Z,27.0099,27.84,26.89999,27.57001,45949360,36565299.2
2013-04-11T13:30:00Z,27.48,28.10001,27.25,28.0175,33368464,36252750.4
2013-04-12T13:30:00Z,28,28,27.24001,27.39999,28697392,36305300.8
2013-04-15T13:30:00Z,27.16,27.48,26.36,26.52,30275360,36239200.8
2013-04-16T13:30:00Z,26.81,27.11,26.39999,26.92,27396384,36276337.6
2013-04-17T13:30:00Z,26.64999,27.2,26.39,26.625,26440528,36335656
2013-04-18T13:30:00Z,26.82001,26.82001,25.14999,25.69,39058912,36088280
2013-04-19T13:30:00Z,25.62,25.96001,25.33,25.73,20380864,35890522.4
2013-04-22T13:30:00Z,25.81,26.36,25.7,25.97,25687552,36252086.4
2013-04-23T13:30:00Z,26.215,26.33,25.77,25.98,25191472,35551712.8
2013-04-24T13:30:00Z,25.92999,26.39999,25.8,26.11,19729808,35190346.4
2013-04-25T13:30:00Z,26.07001,26.39999,26,26.14,17149968,33432978.4
2013-04-26T13:30:00Z,26.60001,27.62,26.60001,26.85001,33017952,33654595.2
2013-04-29T13:30:00Z,27.16,27.41,26.86,26.98,29201072,34002188
2013-04-30T13:30:00Z,27.13,27.85001,27.005,27.769,36245632,34056804.8
2013-05-01T13:30:00Z,27.85001,27.91499,27.31,27.42999,64567584,34875428
2013-05-02T13:30:00Z,28.0099,29.02,27.98,28.97,104256944,35987437.6
2013-05-03T13:30:00Z,29.03999,29.07001,28.14999,28.311,58506368,35684430.4
2013-05-06T13:30:00Z,28.33,28.46001,27.48,27.57001,43939312,36518596.8
2013-05-07T13:30:00Z,27.55,27.85001,26.85001,26.88901,41259088,37516000.8
2013-05-08T13:30:00Z,26.88,27.3,26.64999,27.12,34654848,36951275.2
2013-05-09T13:30:00Z,27.08,27.55,26.85001,27.03999,33457152,36955709.6
2013-05-10T13:30:00Z,27.14,27.3,26.57001,26.67999,30847024,37063191.2
2013-05-13T13:30:00Z,26.60001,27.325,26.53101,26.82001,29068768,37002861.6
2013-05-14T13:30:00Z,26.88541,27.28,26.82001,27.07001,24930208,36879552.8
2013-05-15T13:30:00Z,26.92,26.99001,26.39999,26.60001,30299760,37072514.4
2013-05-16T13:30:00Z,26.48,26.55,25.89999,26.13,35506976,36894917.6
2013-05-17T13:30:00Z,26.39999,26.60001,26.2,26.25,29462608,37349004.8
2013-05-20T13:30:00Z,26.17999,26.19,25.69,25.759,42402880,38184771.2
2013-05-21T13:30:00Z,25.87,26.075,25.59,25.66,26261216,38238258.4
2013-05-22T13:30:00Z,25.64999,25.85001,24.92,25.159,45314480,39517492
2013-05-23T13:30:00Z,24.8,25.53,24.77,25.06,37697200,40544853.6
2013-05-24T13:30:00Z,24.97,24.97,24.08,24.3125,58727888,41830350.4
2013-05-28T13:30:00Z,24.53999,24.53999,23.92,24.10001,50079648,42874279.2
2013-05-29T13:30:00Z,23.78999,23.81,23.25999,23.32001,64237696,44273882.4
2013-05-30T13:30:00Z,24.13,24.77901,23.92999,24.55,60733120,44082159.2
2013-05-31T13:30:00Z,24.63,24.95,24.27,24.34801,35924912,40665557.6
2013-06-03T13:30:00Z,24.265,24.32001,23.71001,23.84801,35733792,39526928.8
2013-06-04T13:30:00Z,23.89,23.92999,23.32001,23.52,34808992,39070412.8
2013-06-05T13:30:00Z,23.35001,23.705,22.78999,22.899,53819648,39698440.8
2013-06-06T13:30:00Z,22.99001,23.09,22.67,22.97,31260656,39528731.2
2013-06-07T13:30:00Z,23.03,23.39999,22.86,23.291,38699120,39790829.6
2013-06-10T13:30:00Z,24.06,24.60001,23.99001,24.33,58392992,41168128
2013-06-11T13:30:00Z,24.03,24.35001,24,24.03,29885808,41208980
2013-06-12T13:30:00Z,24.16,24.25999,23.58,23.77,26445792,41284759.2
2013-06-13T13:30:00Z,23.72,23.83,23.265,23.73,31189248,41329233.6
2013-06-14T13:30:00Z,23.56,23.89,23.25999,23.63,30677072,41087738.4
2013-06-17T13:30:00Z,23.91,24.25,23.75,24.022,33664416,41297828.8
2013-06-18T13:30:00Z,24.09,24.69,24.08,24.21001,36709008,41013135.2
2013-06-19T13:30:00Z,24.2,25.19,24.10001,24.30901,31790528,41289600.8
2013-06-20T13:30:00Z,24.28,24.745,23.64999,23.89999,42765584,41162156
2013-06-21T13:30:00Z,24.59,24.7,24.05,24.53,45833824,41568987.2
2013-06-24T13:30:00Z,23.95,24.11,23.38,23.935,40625952,40663890.4
2013-06-25T13:30:00Z,24.14,24.42999,24.03999,24.25,24719984,39395907.2
2013-06-26T13:30:00Z,24.50999,24.64999,23.99001,24.16,29890208,37678532.8
2013-06-27T13:30:00Z,24.24001,24.84,24.21001,24.66,34694016,36376577.6
2013-06-28T13:30:00Z,24.67999,24.98,24.42,24.88,96778880,39419276
2013-07-01T13:30:00Z,24.96941,25.0601,24.62,24.81,20582192,38661696
2013-07-02T13:30:00Z,24.7,24.77,24.3,24.41,18394000,37840946.4
2013-07-03T13:30:00Z,24.22,24.71001,24.14999,24.52,10404332,35670180.6
2013-07-05T13:30:00Z,24.64999,24.66,24.2,24.37,20229456,35118620.6
2013-07-08T13:30:00Z,24.47,25.03999,24.42,24.71001,27073984,34537363.8
2013-07-09T13:30:00Z,25.07001,25.49001,25.03,25.48,30387888,33137108.6
2013-07-10T13:30:00Z,25.58,25.83,25.47,25.8,26721792,32978907.8
2013-07-11T13:30:00Z,25.96001,26,25.45,25.81,26777360,32995486.2
2013-07-12T13:30:00Z,25.74001,25.92999,25.55,25.91,16537840,32262915.8
2013-07-15T13:30:00Z,25.92999,26.42999,25.64999,26.28,24233952,31940759.8
2013-07-16T13:30:00Z,26.39,26.75,26.00999,26.32001,30817552,31798416.6
2013-07-17T13:30:00Z,26.37,26.78,26.3,26.64999,21518464,31038889.4
2013-07-18T13:30:00Z,26.75,26.77,26.12,26.17999,24806832,30689704.6
2013-07-19T13:30:00Z,25.82001,26.1077,25.60001,25.881,46544944,30878672.6
2013-07-22T13:30:00Z,25.99001,26.13,25.72,26.045,27526208,29963291.8
2013-07-23T13:30:00Z,26.10001,26.3,25.97,26.13,28221536,29343071
2013-07-24T13:30:00Z,26.32001,26.53,26.05,26.50999,82635568,32238850.2
2013-07-25T13:30:00Z,33.545,34.88,32.75,34.35899,365935104,49041095
2013-07-26T13:30:00Z,33.77,34.73,33.56,34.00999,136028880,54107838.2
2013-07-29T13:30:00Z,34.07001,35.63,34.00999,35.42999,124884880,55513138.2
2013-07-30T13:30:00Z,35.64999,37.96001,35.32001,37.627,173582688,63163163
2013-07-31T13:30:00Z,37.96001,38.31,36.33,36.8,154828688,69984897.4
2013-08-01T13:30:00Z,37.3,38.28999,36.92,37.489,106066496,74768005.6
2013-08-02T13:30:00Z,37.66,38.49001,37.5,38.05,73058432,77409454.4
2013-08-05T13:30:00Z,38.42999,39.32001,38.25,39.189,79994752,80055492.8
2013-08-06T13:30:00Z,39.11,39.25,37.94,38.55,63950784,81733637.6
2013-08-07T13:30:00Z,38.61,38.94,37.7,38.87,68854752,83840285.6
2013-08-08T13:30:00Z,39.13,39.19,38.42999,38.53999,41300912,84566463.2
2013-08-09T13:30:00Z,38.59,38.74001,38.00999,38.5,43620016,85920572
2013-08-12T13:30:00Z,38.2,38.5,38.10001,38.22,31160944,86266921.6
2013-08-13T13:30:00Z,38.24001,38.32001,36.77,37.019,65379200,87995004
2013-08-14T13:30:00Z,36.83,37.55,36.62,36.64999,48423888,89340275.2
2013-08-15T13:30:00Z,36.36,37.07001,36.0201,36.56,56521088,90925988
2013-08-16T13:30:00Z,36.97,37.49001,36.89999,37.08,45840720,90890776.8
2013-08-19T13:30:00Z,37.42999,38.28,37.14,37.81,57609584,92394945.6
2013-08-20T13:30:00Z,38.35001,38.58,37.69,38.41,57995136,93883625.6
2013-08-21T13:30:00Z,38.38,38.85001,38.145,38.32001,46116864,92057690.4
2013-08-22T13:30:00Z,38.37,38.75,38.34,38.55,21931168,74857493.6
2013-08-23T13:30:00Z,39,40.63,38.92999,40.55,86442320,72378165.6
2013-08-26T13:30:00Z,40.89999,41.94,40.62,41.34,94162368,70842040
2013-08-27T13:30:00Z,40.67999,41.2,39.42,39.64,72695056,65797658.4
2013-08-28T13:30:00Z,39.96001,40.85001,39.88,40.548,57918192,60952133.6
2013-08-29T13:30:00Z,40.89,41.78,40.8,41.28,58303392,58563978.4
2013-08-30T13:30:00Z,42.02499,42.25999,41.06,41.29401,67735056,58297809.6
2013-09-03T13:30:00Z,41.84,42.16499,41.50999,41.87,48774896,56736816.8
2013-09-04T13:30:00Z,42.00999,42.17,41.44,41.78,42581856,55668370.4
2013-09-05T13:30:00Z,41.78999,42.765,41.77,42.66,50035376,54727401.6
2013-09-06T13:30:00Z,43.09,44.61,42.39999,43.95,117535632,58539137.6
2013-09-09T13:30:00Z,44.36,44.78999,43.7,44.03999,75794688,60147871.2
2013-09-10T13:30:00Z,44.24001,44.25999,43.23,43.60001,54540288,61316838.4
2013-09-11T13:30:00Z,43.39,45.09,43.11,45.03999,72328256,61664291.2
2013-09-12T13:30:00Z,45.53,45.62,44.64999,44.75,68072064,62646700
2013-09-13T13:30:00Z,45.03999,45.08,43.92999,44.31,52765296,62458910.4
2013-09-16T13:30:00Z,44.85001,44.94,42.42999,42.50999,70807744,63707261.6
